Line#,Date,Rain ,Wind Speed ,Gust Speed ,Wind Direction ,Temperature ,RH ,Dew Point
1783,03/28/23 01:45:00,0,1,3,73,76.19,83.972,71.041
1784,03/28/23 01:50:00,0,1,3,56,75.881,84.553,70.941
1785,03/28/23 01:55:00,0,1,3,52,75.804,84.816,70.957
1786,03/28/23 02:00:00,0,2,5,59,75.765,85.235,71.065
1787,03/28/23 02:05:00,0,1,3,39,75.071,86.503,70.818
1788,03/28/23 02:10:00,0,0,2,35,74.8,87.269,70.812
1789,03/28/23 02:15:00,0,0,1,31,74.414,88.254,70.762
1790,03/28/23 02:20:00,0,0,2,32,74.491,88.856,71.039
1791,03/28/23 02:25:00,0,0,2,65,74.684,88.005,70.945
1792,03/28/23 02:30:00,0,0,0,93,74.607,88,70.867
1793,03/28/23 02:35:00,0,0,1,93,74.607,88.11,70.904
1794,03/28/23 02:40:00,0,0,0,93,74.337,88.183,70.662
1795,03/28/23 02:45:00,0,0,0,93,74.414,88.542,70.858
1796,03/28/23 02:50:00,0,0,0,93,74.491,88.38,70.88
1797,03/28/23 02:55:00,0,0,0,93,74.414,88.412,70.815
1798,03/28/23 03:00:00,0,0,0,93,74.337,88.847,70.883
1799,03/28/23 03:05:00,0,0,2,31,73.719,90.042,70.667
1800,03/28/23 03:10:00,0,0,1,28,73.99,90.051,70.937
1801,03/28/23 03:15:00,0,0,1,28,74.067,89.603,70.866
1802,03/28/23 03:20:00,0,0,0,28,73.797,89.712,70.635
1803,03/28/23 03:25:00,0,0,1,28,73.565,90.147,70.549
1804,03/28/23 03:30:00,0,0,0,28,73.604,90.785,70.794
1805,03/28/23 03:35:00,0,0,1,28,73.488,91.012,70.754
1806,03/28/23 03:40:00,0,0,3,324,73.565,91.151,70.875
1807,03/28/23 03:45:00,0,0,1,340,73.604,91.238,70.941
1808,03/28/23 03:50:00,0,0,0,343,73.604,91.397,70.992
1809,03/28/23 03:55:00,0,0,0,343,73.681,91.467,71.092
1810,03/28/23 04:00:00,0,0,2,345,73.681,91.875,71.223
1811,03/28/23 04:05:00,0,1,3,8,73.526,91.91,71.081
1812,03/28/23 04:10:00,0,0,2,7,73.41,92.406,71.125
1813,03/28/23 04:15:00,0,0,1,8,73.526,92.36,71.225
1814,03/28/23 04:20:00,0,0,2,8,73.642,92.149,71.273
1815,03/28/23 04:25:00,0,0,3,336,73.719,92.061,71.321
1816,03/28/23 04:30:00,0,1,3,317,73.835,92.099,71.448
1817,03/28/23 04:35:00,0,2,6,333,74.144,91.609,71.596
1818,03/28/23 04:40:00,0,2,6,345,74.144,91.165,71.453
1819,03/28/23 04:45:00,0,2,6,337,74.26,90.524,71.359
1820,03/28/23 04:50:00,0,2,6,313,73.797,89.641,70.612
1821,03/28/23 04:55:00,0,3,8,293,72.716,85.377,68.12
1822,03/28/23 05:00:00,0,5,8,300,73.179,84.81,68.38
1823,03/28/23 05:05:00,0,5,10,320,73.41,83.685,68.218
1824,03/28/23 05:10:00,0,6,10,344,73.102,83.299,67.781
1825,03/28/23 05:15:00,0,5,14,345,72.6,83.484,67.354
1826,03/28/23 05:20:00,0,5,9,343,72.252,84.164,67.249
1827,03/28/23 05:25:00,0,7,10,337,72.098,84.26,67.131
1828,03/28/23 05:30:00,0,7,11,338,72.021,83.772,66.887
1829,03/28/23 05:35:00,0,5,9,344,71.943,82.983,66.537
1830,03/28/23 05:40:00,0,5,9,336,71.943,81.697,66.086
1831,03/28/23 05:45:00,0,7,12,340,72.291,78.343,65.216
1832,03/28/23 05:50:00,0,8,12,343,72.33,77.201,64.831
1833,03/28/23 05:55:00,0,7,12,337,72.098,76.968,64.52
1834,03/28/23 06:00:00,0,6,10,340,71.75,76.608,64.049
1835,03/28/23 06:05:00,0,7,14,334,71.48,76.172,63.624
1836,03/28/23 06:10:00,0,10,18,338,71.557,74.476,63.056
1837,03/28/23 06:15:00,0,8,15,334,71.403,74.551,62.935
1838,03/28/23 06:20:00,0,9,16,343,71.287,74.197,62.688
1839,03/28/23 06:25:00,0,8,14,341,71.017,74.157,62.412
1840,03/28/23 06:30:00,0,6,9,357,70.631,74.71,62.25
1841,03/28/23 06:35:00,0,5,9,343,70.554,75.143,62.34
1842,03/28/23 06:40:00,0,3,7,351,70.399,75.569,62.351
1843,03/28/23 06:45:00,0,2,7,355,70.399,75.489,62.321
1844,03/28/23 06:50:00,0,3,9,6,70.322,75.329,62.186
1845,03/28/23 06:55:00,0,5,10,358,70.361,75.215,62.181
1846,03/28/23 07:00:00,0,3,8,358,70.283,75.201,62.101
1847,03/28/23 07:05:00,0,3,7,6,70.245,75.161,62.049
1848,03/28/23 07:10:00,0,3,7,11,70.361,74.665,61.973
1849,03/28/23 07:15:00,0,2,6,14,70.245,75.216,62.069
1850,03/28/23 07:20:00,0,3,7,355,70.168,74.701,61.8
1851,03/28/23 07:25:00,0,2,5,37,70.322,75.032,62.074
1852,03/28/23 07:30:00,0,2,6,32,70.09,76.144,62.268
1853,03/28/23 07:35:00,0,0,3,0,69.704,76.846,62.155
1854,03/28/23 07:40:00,0,0,0,345,69.743,75.81,61.807
1855,03/28/23 07:45:00,0,1,6,357,69.82,74.994,61.575
1856,03/28/23 07:50:00,0,3,7,345,69.975,72.999,60.961
1857,03/28/23 07:55:00,0,3,7,34,70.168,74.289,61.643
1858,03/28/23 08:00:00,0,5,8,343,69.743,74.476,61.304
1859,03/28/23 08:05:00,0,7,11,323,69.936,72.418,60.699
1860,03/28/23 08:10:00,0,8,15,337,70.206,69.612,59.845
1861,03/28/23 08:15:00,0,8,15,333,70.245,68.086,59.26
1862,03/28/23 08:20:00,0,7,12,338,70.245,69.136,59.689
1863,03/28/23 08:25:00,0,6,10,341,70.013,68.847,59.351
1864,03/28/23 08:30:00,0,2,7,345,69.666,70.21,59.568
1865,03/28/23 08:35:00,0,5,8,351,69.55,70.202,59.454
1866,03/28/23 08:40:00,0,6,14,336,69.627,68.28,58.75
1867,03/28/23 08:45:00,0,5,11,352,69.434,68.466,58.641
1868,03/28/23 08:50:00,0,3,8,354,69.28,69.807,59.037
1869,03/28/23 08:55:00,0,2,6,355,69.087,69.685,58.803
1870,03/28/23 09:00:00,0,1,7,348,69.048,69.029,58.501
1871,03/28/23 09:05:00,0,1,7,4,68.855,70.571,58.935
1872,03/28/23 09:10:00,0,1,3,4,68.585,71.505,59.043
1873,03/28/23 09:15:00,0,1,5,0,68.353,71.26,58.724
1874,03/28/23 09:20:00,0,1,5,345,68.276,71.928,58.911
1875,03/28/23 09:25:00,0,0,5,347,68.121,71.894,58.75
1876,03/28/23 09:30:00,0,1,5,351,68.237,71.757,58.808
1877,03/28/23 09:35:00,0,2,5,355,68.044,73.333,59.23
1878,03/28/23 09:40:00,0,3,8,341,68.083,72.869,59.09
1879,03/28/23 09:45:00,0,2,6,338,68.044,72.271,58.822
1880,03/28/23 09:50:00,0,2,6,334,68.083,71.676,58.628
1881,03/28/23 09:55:00,0,5,10,329,68.16,69.413,57.807
1882,03/28/23 10:00:00,0,6,10,348,68.314,69.319,57.916
1883,03/28/23 10:05:00,0,5,9,338,68.16,69.177,57.712
1884,03/28/23 10:10:00,0,5,9,337,68.083,69.789,57.883
1885,03/28/23 10:15:00,0,5,10,337,67.89,69.932,57.755
1886,03/28/23 10:20:00,0,5,9,336,67.813,69.688,57.584
1887,03/28/23 10:25:00,0,5,11,347,67.581,69.914,57.452
1888,03/28/23 10:30:00,0,7,10,340,67.427,70.275,57.448
1889,03/28/23 10:35:00,0,8,14,340,67.272,69.976,57.181
1890,03/28/23 10:40:00,0,7,14,345,66.963,71.524,57.493
1891,03/28/23 10:45:00,0,6,12,330,66.616,71.827,57.276
1892,03/28/23 10:50:00,0,8,15,336,66.847,70.477,56.972
1893,03/28/23 10:55:00,0,8,14,343,66.925,71.072,57.279
1894,03/28/23 11:00:00,0,3,8,354,66.925,71.867,57.589
1895,03/28/23 11:05:00,0,2,7,355,66.654,72.439,57.549
1896,03/28/23 11:10:00,0,1,6,343,66.732,72.856,57.783
1897,03/28/23 11:15:00,0,2,7,350,66.886,72.747,57.891
1898,03/28/23 11:20:00,0,3,9,341,66.77,72.798,57.798
1899,03/28/23 11:25:00,0,3,8,324,66.847,73.228,58.037
1900,03/28/23 11:30:00,0,6,9,344,66.693,74.134,58.231
1901,03/28/23 11:35:00,0,5,11,336,65.921,73.378,57.201
1902,03/28/23 11:40:00,0,7,14,344,65.612,72.578,56.599
1903,03/28/23 11:45:00,0,7,11,347,65.458,73.658,56.86
1904,03/28/23 11:50:00,0,5,9,0,65.342,74.496,57.062
1905,03/28/23 11:55:00,0,3,7,11,65.496,74.459,57.198
1906,03/28/23 12:00:00,0,3,7,358,65.496,74.025,57.035
1907,03/28/23 12:05:00,0,6,11,348,66.037,71.054,56.42
1908,03/28/23 12:10:00,0,6,11,358,65.187,73.809,56.656
1909,03/28/23 12:15:00,0,6,11,340,64.917,75.216,56.919
1910,03/28/23 12:20:00,0,5,11,338,64.879,75.34,56.927
1911,03/28/23 12:25:00,0,3,8,358,64.994,73.924,56.513
1912,03/28/23 12:30:00,0,3,6,18,64.531,75.824,56.768
1913,03/28/23 12:35:00,0,2,6,345,64.261,76.474,56.743
1914,03/28/23 12:40:00,0,2,6,334,64.377,76.31,56.796
1915,03/28/23 12:45:00,0,3,7,358,64.454,74.636,56.257
1916,03/28/23 12:50:00,0,5,10,340,64.492,75.091,56.462
1917,03/28/23 12:55:00,0,8,15,329,64.994,72.779,56.081
1918,03/28/23 13:00:00,0,8,15,317,65.226,72.338,56.136
1919,03/28/23 13:05:00,0,9,16,321,65.303,72.853,56.406
1920,03/28/23 13:10:00,0,10,19,314,65.921,70.448,56.072
1921,03/28/23 13:15:00,0,11,18,319,66.037,70.655,56.264
1922,03/28/23 13:20:00,0,9,17,314,66.77,68.415,56.076
1923,03/28/23 13:25:00,0,10,17,299,67.465,67.729,56.46
1924,03/28/23 13:30:00,0,8,15,292,67.04,69.799,56.889
1925,03/28/23 13:35:00,0,9,14,289,66.847,70.805,57.101
1926,03/28/23 13:40:00,0,7,10,288,66.963,71.191,57.363
1927,03/28/23 13:45:00,0,6,15,310,67.272,69.436,56.966
1928,03/28/23 13:50:00,0,7,14,314,67.079,69.584,56.84
1929,03/28/23 13:55:00,0,5,10,302,67.195,70.411,57.279
1930,03/28/23 14:00:00,0,7,15,305,67.118,68.928,56.614
1931,03/28/23 14:05:00,0,9,16,323,66.77,68.508,56.113
1932,03/28/23 14:10:00,0,9,19,321,66.847,68.408,56.146
1933,03/28/23 14:15:00,0,7,14,314,67.504,69.967,57.399
1934,03/28/23 14:20:00,0,6,11,310,67.581,68.809,57.01
1935,03/28/23 14:25:00,0,8,14,292,67.311,69.813,57.153
1936,03/28/23 14:30:00,0,7,15,323,66.963,68.54,56.311
1937,03/28/23 14:35:00,0,8,12,321,67.118,68.106,56.282
1938,03/28/23 14:40:00,0,8,12,314,67.504,68.998,57.012
1939,03/28/23 14:45:00,0,8,15,326,67.388,68.458,56.683
1940,03/28/23 14:50:00,0,8,15,310,67.928,68.727,57.308
1941,03/28/23 14:55:00,0,8,14,298,67.465,70.109,57.419
1942,03/28/23 15:00:00,0,9,17,293,67.465,69.372,57.125
1943,03/28/23 15:05:00,0,8,14,285,67.195,70.755,57.414
1944,03/28/23 15:10:00,0,7,11,286,67.349,69.483,57.059
1945,03/28/23 15:15:00,0,6,12,286,67.89,69.291,57.499
1946,03/28/23 15:20:00,0,5,10,309,68.816,67.318,57.58
1947,03/28/23 15:25:00,0,5,12,319,68.469,66.662,56.977
1948,03/28/23 15:30:00,0,6,10,298,68.314,67.433,57.149
1949,03/28/23 15:35:00,0,5,10,293,68.816,65.806,56.949
1950,03/28/23 15:40:00,0,6,12,295,68.932,66.026,57.152
1951,03/28/23 15:45:00,0,8,15,292,68.894,65.669,56.965
1952,03/28/23 15:50:00,0,7,15,293,69.627,64.283,57.069
1953,03/28/23 15:55:00,0,8,17,310,70.322,62.24,56.83
1954,03/28/23 16:00:00,0,8,14,305,70.901,61.349,56.977
1955,03/28/23 16:05:00,0,10,19,298,70.94,60.725,56.729
1956,03/28/23 16:10:00,0,10,18,303,72.291,57.279,56.379
1957,03/28/23 16:15:00,0,10,17,295,72.214,57.516,56.42
1958,03/28/23 16:20:00,0,9,16,303,71.828,58.958,56.745
1959,03/28/23 16:25:00,0,8,12,298,72.677,57.438,56.816
1960,03/28/23 16:30:00,0,11,23,296,72.291,57.444,56.458
1961,03/28/23 16:35:00,0,9,16,300,73.681,55.952,57.025
1962,03/28/23 16:40:00,0,12,20,300,71.982,54.197,54.566
1963,03/28/23 16:45:00,0,12,23,289,71.48,56.295,55.143
1964,03/28/23 16:50:00,0,10,20,286,71.403,57.101,55.463
1965,03/28/23 16:55:00,0,8,16,279,71.635,57.598,55.919
1966,03/28/23 17:00:00,0,9,17,274,71.596,56.185,55.198
1967,03/28/23 17:05:00,0,9,17,282,72.484,55.46,55.667
1968,03/28/23 17:10:00,0,9,17,274,72.523,54.208,55.073
1969,03/28/23 17:15:00,0,8,15,284,73.14,54.556,55.823
1970,03/28/23 17:20:00,0,8,12,281,73.41,52.871,55.209
1971,03/28/23 17:25:00,0,10,17,296,74.298,49.575,54.258
1972,03/28/23 17:30:00,0,14,20,293,74.569,48.948,54.157
1973,03/28/23 17:35:00,0,9,21,302,75.727,48.463,54.944
1974,03/28/23 17:40:00,0,12,21,321,74.144,47.973,53.218
1975,03/28/23 17:45:00,0,11,24,314,75.534,47.774,54.375
1976,03/28/23 17:50:00,0,12,23,329,74.839,48.833,54.341
1977,03/28/23 17:55:00,0,11,18,324,74.762,48.737,54.216
1978,03/28/23 18:00:00,0,12,23,317,74.878,48.763,54.336
1979,03/28/23 18:05:00,0,12,24,313,75.534,47.857,54.422
1980,03/28/23 18:10:00,0,12,20,313,75.534,48.627,54.861
1981,03/28/23 18:15:00,0,9,19,303,76.113,47.413,54.695
1982,03/28/23 18:20:00,0,11,19,326,75.032,48.055,54.077
1983,03/28/23 18:25:00,0,12,23,319,75.379,47.73,54.208
1984,03/28/23 18:30:00,0,10,19,321,77.503,46.461,55.403
1985,03/28/23 18:35:00,0,10,21,310,77.503,47.208,55.844
1986,03/28/23 18:40:00,0,12,21,303,77.194,46.178,54.954
1987,03/28/23 18:45:00,0,11,20,324,77.426,44.343,54.051
1988,03/28/23 18:50:00,0,15,23,321,77.117,44.492,53.864
1989,03/28/23 18:55:00,0,12,21,330,76.924,45.46,54.278
1990,03/28/23 19:00:00,0,12,24,309,77.927,44.474,54.586
1991,03/28/23 19:05:00,0,14,23,310,77.541,44.373,54.175
1992,03/28/23 19:10:00,0,12,24,313,76.769,44.501,53.555
1993,03/28/23 19:15:00,0,12,27,316,76.769,45.414,54.11
1994,03/28/23 19:20:00,0,12,25,313,76.653,45.684,54.168
1995,03/28/23 19:25:00,0,12,25,317,76.808,45.785,54.368
1996,03/28/23 19:30:00,0,12,21,319,76.576,44.767,53.543
1997,03/28/23 19:35:00,0,11,16,305,76.962,44.132,53.502
1998,03/28/23 19:40:00,0,12,23,302,76.383,43.903,52.836
1999,03/28/23 19:45:00,0,15,26,317,75.959,44.263,52.675
2000,03/28/23 19:50:00,0,15,21,317,76.074,43.568,52.348
2001,03/28/23 19:55:00,0,15,25,321,76.229,44.311,52.948
2002,03/28/23 20:00:00,0,14,21,303,76.692,43.262,52.715
2003,03/28/23 20:05:00,0,14,27,309,75.572,43.075,51.586
2004,03/28/23 20:10:00,0,15,23,310,75.534,42.364,51.101
2005,03/28/23 20:15:00,0,14,23,307,75.379,42.789,51.233
2006,03/28/23 20:20:00,0,12,20,314,76.074,42.963,51.969
2007,03/28/23 20:25:00,0,10,18,324,76.229,43.833,52.653
2008,03/28/23 20:30:00,0,9,15,305,77.58,41.929,52.662
2009,03/28/23 20:35:00,0,9,15,320,77.773,40.232,51.712
2010,03/28/23 20:40:00,0,12,21,326,76.152,41.582,51.153
2011,03/28/23 20:45:00,0,12,19,321,76.306,41.219,51.055
2012,03/28/23 20:50:00,0,14,20,330,75.65,41.079,50.374
2013,03/28/23 20:55:00,0,14,21,333,75.765,40.282,49.951
2014,03/28/23 21:00:00,0,14,23,314,75.997,41.068,50.679
