Line#,Date,Rain ,Wind Speed ,Gust Speed ,Wind Direction ,Temperature ,RH ,Dew Point
1,03/21/23 21:15:00,0,11,19,90,71.635,67.034,60.148
2,03/21/23 21:20:00,0,14,23,84,71.326,67.431,60.02
3,03/21/23 21:25:00,0,14,19,87,71.403,67.729,60.218
4,03/21/23 21:30:00,0,10,18,95,71.712,67.811,60.547
5,03/21/23 21:35:00,0,12,21,86,71.364,68.023,60.303
6,03/21/23 21:40:00,0,12,24,86,71.094,68.493,60.239
7,03/21/23 21:45:00,0,12,23,88,70.785,69.438,60.329
8,03/21/23 21:50:00,0,11,19,97,70.554,70.251,60.435
9,03/21/23 21:55:00,0,9,16,95,70.669,70.228,60.537
10,03/21/23 22:00:00,0,11,19,93,70.438,71.638,60.876
11,03/21/23 22:05:00,0,10,17,90,70.438,72.691,61.288
12,03/21/23 22:10:00,0,11,17,79,70.09,74.165,61.521
13,03/21/23 22:15:00,0,10,17,88,70.129,74.137,61.548
14,03/21/23 22:20:00,0,11,18,81,69.782,75.116,61.584
15,03/21/23 22:25:00,0,10,16,77,69.704,75.554,61.674
16,03/21/23 22:30:00,0,9,15,80,69.743,75.724,61.775
17,03/21/23 22:35:00,0,8,16,83,69.782,75.262,61.639
18,03/21/23 22:40:00,0,10,17,83,69.666,76.098,61.84
19,03/21/23 22:45:00,0,10,16,77,69.357,76.548,61.708
20,03/21/23 22:50:00,0,10,16,83,69.511,75.926,61.626
21,03/21/23 22:55:00,0,8,14,81,69.511,75.544,61.483
22,03/21/23 23:00:00,0,10,17,76,69.395,75.912,61.509
23,03/21/23 23:05:00,0,10,16,79,69.318,76.057,61.488
24,03/21/23 23:10:00,0,11,15,74,69.164,76.292,61.426
25,03/21/23 23:15:00,0,9,17,83,69.28,75.985,61.424
26,03/21/23 23:20:00,0,10,15,80,69.241,76.407,61.543
27,03/21/23 23:25:00,0,11,16,76,69.009,76.974,61.528
28,03/21/23 23:30:00,0,10,15,79,68.894,77.212,61.503
29,03/21/23 23:35:00,0,8,15,81,68.971,77.069,61.526
30,03/21/23 23:40:00,0,10,16,79,68.894,77.417,61.578
31,03/21/23 23:45:00,0,9,14,74,68.778,77.696,61.568
32,03/21/23 23:50:00,0,9,16,77,68.662,78.039,61.58
33,03/21/23 23:55:00,0,10,16,79,68.739,78.425,61.795
34,03/22/23 00:00:00,0,9,15,74,68.546,78.648,61.688
35,03/22/23 00:05:00,0,11,18,80,68.469,78.869,61.692
36,03/22/23 00:10:00,0,9,15,70,68.353,79.387,61.765
37,03/22/23 00:15:00,0,9,16,77,68.392,79.272,61.762
38,03/22/23 00:20:00,0,9,16,73,68.276,79.721,61.809
39,03/22/23 00:25:00,0,10,17,77,68.314,79.593,61.801
40,03/22/23 00:30:00,0,10,16,74,68.237,79.899,61.835
41,03/22/23 00:35:00,0,8,14,77,68.276,79.939,61.886
42,03/22/23 00:40:00,0,10,17,72,68.16,80.172,61.856
43,03/22/23 00:45:00,0,9,15,79,68.237,80.247,61.958
44,03/22/23 00:50:00,0,9,16,81,68.353,80.131,62.03
45,03/22/23 00:55:00,0,10,16,79,68.199,80.488,62.005
46,03/22/23 01:00:00,0,9,16,72,68.16,80.612,62.011
47,03/22/23 01:05:00,0,9,16,73,68.16,80.71,62.046
48,03/22/23 01:10:00,0,9,15,72,68.044,81.061,62.056
49,03/22/23 01:15:00,0,9,14,74,68.083,81.125,62.116
50,03/22/23 01:20:00,0,9,15,72,68.006,81.413,62.141
51,03/22/23 01:25:00,0,9,16,79,68.044,81.428,62.184
52,03/22/23 01:30:00,0,9,15,83,68.006,81.616,62.212
53,03/22/23 01:35:00,0,10,18,74,67.928,81.843,62.216
54,03/22/23 01:40:00,0,9,14,70,67.89,82.045,62.248
55,03/22/23 01:45:00,0,10,18,79,68.083,81.976,62.412
56,03/22/23 01:50:00,0,8,12,74,68.083,82.068,62.444
57,03/22/23 01:55:00,0,10,16,77,68.083,82.232,62.501
58,03/22/23 02:00:00,0,9,14,77,67.967,82.463,62.468
59,03/22/23 02:05:00,0,9,14,77,68.044,82.461,62.542
60,03/22/23 02:10:00,0,8,14,76,68.044,82.591,62.587
61,03/22/23 02:15:00,0,6,11,77,68.044,82.612,62.595
62,03/22/23 02:20:00,0,8,12,77,67.967,82.795,62.582
63,03/22/23 02:25:00,0,7,14,76,67.967,84.07,63.017
64,03/22/23 02:30:00,0,8,12,74,67.813,84.356,62.962
65,03/22/23 02:35:00,0,9,15,77,67.813,84.448,62.993
66,03/22/23 02:40:00,0,9,14,74,67.735,84.335,62.88
67,03/22/23 02:45:00,0,10,16,73,67.851,84.187,62.943
68,03/22/23 02:50:00,0,10,15,74,67.735,84.221,62.841
69,03/22/23 02:55:00,0,11,17,76,67.813,84.292,62.941
70,03/22/23 03:00:00,0,9,14,79,67.774,84.468,62.962
71,03/22/23 03:05:00,0,9,17,76,67.735,84.572,62.959
72,03/22/23 03:10:00,0,9,15,70,67.774,84.388,62.935
73,03/22/23 03:15:00,0,9,16,76,67.928,84.334,63.068
74,03/22/23 03:20:00,0,11,16,74,67.89,84.37,63.043
75,03/22/23 03:25:00,0,12,16,76,67.851,84.363,63.002
76,03/22/23 03:30:00,0,10,16,77,67.851,84.503,63.05
77,03/22/23 03:35:00,0,10,17,74,67.928,84.596,63.157
78,03/22/23 03:40:00,0,10,17,76,67.89,84.71,63.158
79,03/22/23 03:45:00,0,12,18,79,67.928,84.599,63.158
80,03/22/23 03:50:00,0,10,15,77,67.851,84.746,63.131
81,03/22/23 03:55:00,0,10,16,77,67.89,84.97,63.245
82,03/22/23 04:00:00,0,10,18,73,68.044,85.081,63.434
83,03/22/23 04:05:00,0,12,19,74,68.006,85.031,63.379
84,03/22/23 04:10:00,0,11,18,76,67.89,85.104,63.29
85,03/22/23 04:15:00,0,10,16,73,67.813,85.338,63.292
86,03/22/23 04:20:00,0,10,16,77,67.735,85.489,63.267
87,03/22/23 04:25:00,0,10,16,73,67.774,85.521,63.315
88,03/22/23 04:30:00,0,9,16,80,67.774,85.512,63.312
89,03/22/23 04:35:00,0,10,17,81,67.774,85.666,63.364
90,03/22/23 04:40:00,0,8,14,80,67.735,85.702,63.338
91,03/22/23 04:45:00,0,10,17,77,67.774,85.635,63.354
92,03/22/23 04:50:00,0,8,11,77,67.774,85.859,63.428
93,03/22/23 04:55:00,0,7,14,83,67.774,85.882,63.436
94,03/22/23 05:00:00,0,7,14,84,67.813,85.956,63.498
95,03/22/23 05:05:00,0,8,14,81,67.89,85.914,63.56
96,03/22/23 05:10:00,0,8,12,79,67.735,86.082,63.464
97,03/22/23 05:15:00,0,8,12,80,67.89,86.05,63.605
98,03/22/23 05:20:00,0,9,15,79,67.851,86.119,63.59
99,03/22/23 05:25:00,0,8,14,72,67.89,86.197,63.654
100,03/22/23 05:30:00,0,8,14,76,67.928,86.189,63.689
101,03/22/23 05:35:00,0,8,12,74,67.928,86.267,63.715
102,03/22/23 05:40:00,0,8,12,77,68.006,86.261,63.789
103,03/22/23 05:45:00,0,8,12,80,68.044,86.27,63.83
104,03/22/23 05:50:00,0,8,12,74,68.006,86.4,63.835
105,03/22/23 05:55:00,0,7,15,74,67.967,86.503,63.831
106,03/22/23 06:00:00,0,7,12,76,68.083,86.537,63.956
107,03/22/23 06:05:00,0,7,12,74,68.083,86.665,63.999
108,03/22/23 06:10:00,0,8,12,77,68.044,86.702,63.973
109,03/22/23 06:15:00,0,8,14,74,68.044,86.783,64
110,03/22/23 06:20:00,0,8,12,74,68.006,86.796,63.966
111,03/22/23 06:25:00,0,8,12,76,68.083,86.929,64.086
112,03/22/23 06:30:00,0,7,12,79,68.006,86.995,64.032
113,03/22/23 06:35:00,0,8,14,79,68.006,87.039,64.046
114,03/22/23 06:40:00,0,8,11,80,68.006,87.103,64.067
115,03/22/23 06:45:00,0,8,14,79,68.006,87.242,64.113
116,03/22/23 06:50:00,0,6,10,80,68.006,87.341,64.145
117,03/22/23 06:55:00,0,7,11,76,68.006,87.538,64.21
118,03/22/23 07:00:00,0,6,11,83,68.006,87.52,64.204
119,03/22/23 07:05:00,0,5,8,87,68.083,87.521,64.28
120,03/22/23 07:10:00,0,5,9,83,68.083,87.549,64.289
121,03/22/23 07:15:00,0,6,9,81,68.083,87.62,64.313
122,03/22/23 07:20:00,0,6,9,79,68.121,87.662,64.364
123,03/22/23 07:25:00,0,5,9,79,68.083,87.787,64.367
124,03/22/23 07:30:00,0,5,8,86,68.121,87.846,64.425
125,03/22/23 07:35:00,0,6,10,79,68.044,87.956,64.384
126,03/22/23 07:40:00,0,7,10,79,68.006,88.052,64.378
127,03/22/23 07:45:00,0,6,9,76,68.006,88.185,64.421
128,03/22/23 07:50:00,0,6,9,81,68.006,88.222,64.433
129,03/22/23 07:55:00,0,5,9,81,68.006,88.252,64.443
130,03/22/23 08:00:00,0,3,8,84,68.044,88.414,64.533
131,03/22/23 08:05:00,0,5,9,81,68.083,88.377,64.559
132,03/22/23 08:10:00,0,5,8,77,68.083,88.417,64.572
133,03/22/23 08:15:00,0,5,8,79,68.083,88.458,64.586
134,03/22/23 08:20:00,0,5,7,81,68.083,88.554,64.617
135,03/22/23 08:25:00,0,5,8,88,68.044,88.646,64.608
136,03/22/23 08:30:00,0,5,7,80,67.967,88.783,64.577
137,03/22/23 08:35:00,0,6,9,70,68.044,88.856,64.676
138,03/22/23 08:40:00,0,6,11,73,68.044,88.925,64.699
139,03/22/23 08:45:00,0,6,9,73,68.121,88.867,64.756
140,03/22/23 08:50:00,0,5,10,74,68.083,89.021,64.768
141,03/22/23 08:55:00,0,6,9,79,68.121,88.949,64.783
142,03/22/23 09:00:00,0,5,7,84,68.006,89.119,64.723
143,03/22/23 09:05:00,0,5,8,90,68.006,89.302,64.782
144,03/22/23 09:10:00,0,5,9,90,67.967,89.406,64.777
145,03/22/23 09:15:00,0,5,8,79,67.967,89.467,64.797
146,03/22/23 09:20:00,0,6,9,74,67.89,89.618,64.769
147,03/22/23 09:25:00,0,5,9,72,67.774,89.65,64.665
148,03/22/23 09:30:00,0,5,7,60,67.62,89.863,64.58
149,03/22/23 09:35:00,0,6,11,65,67.465,90.043,64.485
150,03/22/23 09:40:00,0,6,10,72,67.427,90.234,64.508
151,03/22/23 09:45:00,0,6,8,72,67.465,90.262,64.555
152,03/22/23 09:50:00,0,6,9,76,67.542,90.198,64.611
153,03/22/23 09:55:00,0,5,8,76,67.62,90.326,64.728
154,03/22/23 10:00:00,0,5,8,76,67.658,90.253,64.743
155,03/22/23 10:05:00,0,3,7,70,67.658,90.019,64.668
156,03/22/23 10:10:00,0,3,7,67,67.697,90.309,64.799
157,03/22/23 10:15:00,0,5,9,67,67.62,90.22,64.694
158,03/22/23 10:20:00,0,6,10,76,67.581,90.074,64.609
159,03/22/23 10:25:00,0,6,9,81,67.465,90.179,64.528
160,03/22/23 10:30:00,0,3,7,76,67.388,90.428,64.531
161,03/22/23 10:35:00,0,3,7,73,67.311,90.469,64.468
162,03/22/23 10:40:00,0,3,7,81,67.311,90.523,64.485
163,03/22/23 10:45:00,0,3,6,76,67.311,90.632,64.52
164,03/22/23 10:50:00,0,2,6,67,67.311,90.591,64.507
165,03/22/23 10:55:00,0,5,8,77,67.427,90.552,64.609
166,03/22/23 11:00:00,0,3,7,73,67.542,90.556,64.725
167,03/22/23 11:05:00,0,2,6,76,67.581,90.414,64.718
168,03/22/23 11:10:00,0,1,6,69,67.658,90.321,64.764
169,03/22/23 11:15:00,0,2,6,70,67.697,90.3,64.796
170,03/22/23 11:20:00,0,2,5,70,67.967,90.097,64.998
171,03/22/23 11:25:00,0,2,5,67,67.967,90.149,65.015
172,03/22/23 11:30:00,0,1,5,72,67.928,90.106,64.963
173,03/22/23 11:35:00,0,2,5,56,67.928,90.111,64.965
174,03/22/23 11:40:00,0,3,6,51,67.851,90.272,64.94
175,03/22/23 11:45:00,0,3,7,65,68.006,90.304,65.103
176,03/22/23 11:50:00,0,3,6,74,68.083,90.147,65.129
177,03/22/23 11:55:00,0,1,5,65,68.044,90.234,65.119
178,03/22/23 12:00:00,0,2,6,65,68.16,90.263,65.242
179,03/22/23 12:05:00,0,5,7,76,68.314,90.028,65.32
180,03/22/23 12:10:00,0,5,9,80,68.16,89.95,65.142
181,03/22/23 12:15:00,0,5,8,74,68.083,90.002,65.083
182,03/22/23 12:20:00,0,3,6,74,68.006,90.101,65.038
183,03/22/23 12:25:00,0,3,6,74,67.928,90.249,65.009
184,03/22/23 12:30:00,0,3,6,73,67.967,90.376,65.087
185,03/22/23 12:35:00,0,3,6,72,67.967,90.33,65.073
186,03/22/23 12:40:00,0,3,8,67,68.083,90.211,65.149
187,03/22/23 12:45:00,0,3,7,72,68.16,90.143,65.204
188,03/22/23 12:50:00,0,3,8,73,68.276,89.947,65.256
189,03/22/23 12:55:00,0,3,6,69,68.43,89.905,65.395
190,03/22/23 13:00:00,0,3,7,69,68.507,89.548,65.357
191,03/22/23 13:05:00,0,5,8,72,68.623,89.525,65.464
192,03/22/23 13:10:00,0,5,7,72,68.816,89.296,65.581
193,03/22/23 13:15:00,0,6,10,73,68.932,89.172,65.655
194,03/22/23 13:20:00,0,6,8,76,69.048,88.92,65.688
195,03/22/23 13:25:00,0,6,9,77,69.087,88.67,65.645
196,03/22/23 13:30:00,0,5,8,83,69.357,88.527,65.865
197,03/22/23 13:35:00,0,5,9,86,69.395,88.188,65.792
198,03/22/23 13:40:00,0,5,9,86,69.511,88.098,65.877
199,03/22/23 13:45:00,0,5,8,86,69.666,88.106,66.032
200,03/22/23 13:50:00,0,5,8,80,69.782,87.91,66.082
201,03/22/23 13:55:00,0,5,10,80,70.129,87.324,66.231
202,03/22/23 14:00:00,0,6,10,88,70.399,86.807,66.325
203,03/22/23 14:05:00,0,6,11,94,70.476,86.844,66.413
204,03/22/23 14:10:00,0,5,9,98,70.631,86.546,66.466
205,03/22/23 14:15:00,0,6,11,93,70.631,86.322,66.391
206,03/22/23 14:20:00,0,8,12,94,70.554,86.412,66.345
207,03/22/23 14:25:00,0,6,10,94,70.747,86.091,66.427
208,03/22/23 14:30:00,0,7,12,94,70.785,86.038,66.447
209,03/22/23 14:35:00,0,5,9,97,70.94,85.57,66.441
210,03/22/23 14:40:00,0,7,10,98,71.017,85.328,66.435
211,03/22/23 14:45:00,0,5,11,101,71.326,85.081,66.655
212,03/22/23 14:50:00,0,7,11,101,71.442,84.651,66.621
213,03/22/23 14:55:00,0,8,17,115,71.943,83.51,66.72
214,03/22/23 15:00:00,0,8,17,115,72.098,83.061,66.715
215,03/22/23 15:05:00,0,8,15,112,72.407,82.38,66.779
216,03/22/23 15:10:00,0,8,15,104,72.831,80.961,66.691
217,03/22/23 15:15:00,0,9,16,114,73.102,80.883,66.926
218,03/22/23 15:20:00,0,8,19,104,73.217,79.908,66.688
219,03/22/23 15:25:00,0,9,17,115,72.947,80.275,66.557
220,03/22/23 15:30:00,0,9,18,105,72.947,79.934,66.434
221,03/22/23 15:35:00,0,7,17,108,73.41,79.272,66.644
222,03/22/23 15:40:00,0,7,12,125,73.874,78.828,66.932
223,03/22/23 15:45:00,0,5,10,112,74.491,77.05,66.87
224,03/22/23 15:50:00,0,7,14,119,73.912,78.219,66.745
225,03/22/23 15:55:00,0,7,12,115,73.874,77.35,66.384
226,03/22/23 16:00:00,0,9,17,108,73.835,77.606,66.442
227,03/22/23 16:05:00,0,7,14,108,74.26,77.304,66.741
228,03/22/23 16:10:00,0,8,15,110,74.607,76.762,66.874
229,03/22/23 16:15:00,0,5,10,119,74.993,76.222,67.043
230,03/22/23 16:20:00,0,8,15,121,74.916,74.92,66.469
231,03/22/23 16:25:00,0,6,11,118,75.186,74.861,66.707
232,03/22/23 16:30:00,0,5,11,111,75.495,74.307,66.79
233,03/22/23 16:35:00,0,8,14,117,75.534,72.219,66.004
234,03/22/23 16:40:00,0,7,15,131,75.495,73.748,66.572
235,03/22/23 16:45:00,0,8,15,136,75.534,72.793,66.232
236,03/22/23 16:50:00,0,6,14,129,76.345,71.901,66.655
237,03/22/23 16:55:00,0,8,20,125,75.843,71.878,66.163
238,03/22/23 17:00:00,0,9,15,125,75.611,72.825,66.319
239,03/22/23 17:05:00,0,7,16,125,75.881,72.503,66.451
240,03/22/23 17:10:00,0,9,17,119,75.804,71.96,66.159
241,03/22/23 17:15:00,0,8,15,112,76.074,72.142,66.492
242,03/22/23 17:20:00,0,8,16,118,75.843,72.5,66.413
243,03/22/23 17:25:00,0,9,15,112,75.572,73.086,66.385
244,03/22/23 17:30:00,0,7,12,122,76.267,72.157,66.684
245,03/22/23 17:35:00,0,8,15,128,76.306,72.047,66.677
246,03/22/23 17:40:00,0,5,12,121,76.731,71.29,66.779
247,03/22/23 17:45:00,0,7,12,128,76.731,71.748,66.964
248,03/22/23 17:50:00,0,8,12,122,76.19,71.432,66.317
249,03/22/23 17:55:00,0,8,16,135,76.383,71.551,66.551
250,03/22/23 18:00:00,0,7,14,131,77.889,68.589,66.768
251,03/22/23 18:05:00,0,7,12,121,77.657,68.704,66.596
252,03/22/23 18:10:00,0,8,17,132,76.538,70.874,66.424
253,03/22/23 18:15:00,0,8,16,126,76.46,70.349,66.135
254,03/22/23 18:20:00,0,8,18,124,76.924,70.5,66.641
255,03/22/23 18:25:00,0,8,15,117,77.889,68.005,66.521
256,03/22/23 18:30:00,0,8,16,132,77.271,68.96,66.334
257,03/22/23 18:35:00,0,9,19,121,76.808,69.889,66.278
258,03/22/23 18:40:00,0,9,16,129,76.924,69.5,66.228
259,03/22/23 18:45:00,0,8,15,110,77.426,68.554,66.311
260,03/22/23 18:50:00,0,10,20,125,76.152,70.787,66.018
261,03/22/23 18:55:00,0,7,12,133,77.348,68.508,66.218
262,03/22/23 19:00:00,0,9,17,124,77.155,70.056,66.68
263,03/22/23 19:05:00,0,7,17,124,76.846,70.851,66.711
264,03/22/23 19:10:00,0,7,14,122,77.734,68.434,66.555
265,03/22/23 19:15:00,0,7,12,111,76.924,70.69,66.719
266,03/22/23 19:20:00,0,7,16,114,76.846,71.116,66.819
267,03/22/23 19:25:00,0,8,17,107,76.306,71.566,66.483
268,03/22/23 19:30:00,0,8,18,117,76.924,70.118,66.484
269,03/22/23 19:35:00,0,10,16,122,77.001,69.763,66.411
270,03/22/23 19:40:00,0,7,16,124,77.348,69.332,66.564
271,03/22/23 19:45:00,0,7,14,122,77.387,69.528,66.682
272,03/22/23 19:50:00,0,7,15,119,77.117,70.146,66.68
273,03/22/23 19:55:00,0,8,17,119,77.078,69.931,66.554
274,03/22/23 20:00:00,0,8,16,112,76.962,69.735,66.362
275,03/22/23 20:05:00,0,8,17,114,76.538,71.273,66.586
276,03/22/23 20:10:00,0,7,12,126,78.043,68.997,67.088
277,03/22/23 20:15:00,0,8,15,105,76.962,69.854,66.412
278,03/22/23 20:20:00,0,8,14,111,76.499,70.823,66.366
279,03/22/23 20:25:00,0,8,15,114,76.731,70.404,66.416
280,03/22/23 20:30:00,0,9,17,112,76.267,71.093,66.254
281,03/22/23 20:35:00,0,10,18,108,76.267,71.162,66.282
282,03/22/23 20:40:00,0,8,14,121,77.078,70.317,66.713
283,03/22/23 20:45:00,0,8,15,115,76.808,71.107,66.778
284,03/22/23 20:50:00,0,7,12,124,78.043,68.663,66.947
285,03/22/23 20:55:00,0,9,17,112,76.692,71.107,66.667
286,03/22/23 21:00:00,0,9,16,110,76.152,71.569,66.336
287,03/22/23 21:05:00,0,7,14,119,77.078,70.603,66.831
288,03/22/23 21:10:00,0,8,15,110,77.001,70.674,66.786
289,03/22/23 21:15:00,0,9,16,102,77.31,69.899,66.763
290,03/22/23 21:20:00,0,8,16,100,77.387,69.564,66.698
291,03/22/23 21:25:00,0,8,15,111,76.422,71.72,66.656
292,03/22/23 21:30:00,0,7,14,114,77.078,70.736,66.886
293,03/22/23 21:35:00,0,7,11,114,77.541,69.749,66.922
294,03/22/23 21:40:00,0,9,14,107,77.155,69.972,66.645
295,03/22/23 21:45:00,0,8,15,105,76.769,70.526,66.503
296,03/22/23 21:50:00,0,8,15,107,76.846,70.155,66.425
297,03/22/23 21:55:00,0,9,14,105,76.267,71.748,66.519
298,03/22/23 22:00:00,0,7,11,107,76.345,71.894,66.652
299,03/22/23 22:05:00,0,9,14,108,75.843,72.503,66.414
300,03/22/23 22:10:00,0,7,14,110,76.19,72.267,66.653
301,03/22/23 22:15:00,0,8,14,119,75.65,72.825,66.356
302,03/22/23 22:20:00,0,7,15,117,75.881,72.322,66.378
303,03/22/23 22:25:00,0,7,14,112,75.572,73.693,66.625
304,03/22/23 22:30:00,0,7,12,129,75.572,73.077,66.382
305,03/22/23 22:35:00,0,7,14,121,75.148,73.906,66.299
306,03/22/23 22:40:00,0,7,14,119,75.688,73.515,66.666
307,03/22/23 22:45:00,0,7,16,119,75.186,73.654,66.237
308,03/22/23 22:50:00,0,7,12,121,75.109,74.247,66.395
309,03/22/23 22:55:00,0,7,12,112,74.916,74.948,66.48
310,03/22/23 23:00:00,0,6,15,118,74.955,74.998,66.537
311,03/22/23 23:05:00,0,6,12,121,74.723,75.201,66.391
312,03/22/23 23:10:00,0,8,15,125,74.414,76.094,66.434
313,03/22/23 23:15:00,0,7,12,125,74.298,76.324,66.409
314,03/22/23 23:20:00,0,7,12,118,74.183,76.712,66.443
315,03/22/23 23:25:00,0,8,14,122,74.067,76.629,66.3
316,03/22/23 23:30:00,0,6,10,122,74.26,76.727,66.524
317,03/22/23 23:35:00,0,6,12,131,73.99,77.16,66.425
318,03/22/23 23:40:00,0,6,11,118,74.028,77.514,66.595
319,03/22/23 23:45:00,0,5,9,117,74.028,78.126,66.823
320,03/22/23 23:50:00,0,6,11,107,73.719,78.668,66.723
321,03/22/23 23:55:00,0,6,11,104,73.565,78.975,66.685
322,03/23/23 00:00:00,0,5,11,114,73.488,79.515,66.808
323,03/23/23 00:05:00,0,6,11,104,73.333,79.519,66.659
324,03/23/23 00:10:00,0,5,8,108,73.179,80.27,66.781
325,03/23/23 00:15:00,0,5,11,105,73.024,80.581,66.742
326,03/23/23 00:20:00,0,6,11,105,72.754,81.253,66.719
327,03/23/23 00:25:00,0,7,10,110,72.523,81.895,66.721
328,03/23/23 00:30:00,0,7,11,108,72.445,82.196,66.752
329,03/23/23 00:35:00,0,5,10,110,72.407,82.136,66.693
330,03/23/23 00:40:00,0,6,11,115,72.407,82.663,66.878
331,03/23/23 00:45:00,0,6,10,107,72.175,82.846,66.716
332,03/23/23 00:50:00,0,6,11,105,72.059,83.336,66.773
333,03/23/23 00:55:00,0,7,12,102,71.905,83.67,66.738
334,03/23/23 01:00:00,0,5,11,108,71.789,84.237,66.82
335,03/23/23 01:05:00,0,5,10,105,71.75,84.402,66.839
336,03/23/23 01:10:00,0,5,9,105,71.596,84.72,66.796
337,03/23/23 01:15:00,0,5,9,97,71.519,84.924,66.79
338,03/23/23 01:20:00,0,6,9,102,71.326,85.315,66.734
339,03/23/23 01:25:00,0,6,9,97,71.364,85.698,66.902
340,03/23/23 01:30:00,0,5,9,100,71.287,85.942,66.908
341,03/23/23 01:35:00,0,3,7,98,71.21,86.006,66.854
342,03/23/23 01:40:00,0,5,8,90,71.21,85.954,66.836
343,03/23/23 01:45:00,0,5,9,95,71.21,86.111,66.889
344,03/23/23 01:50:00,0,5,10,91,71.094,86.39,66.869
345,03/23/23 01:55:00,0,5,9,88,70.978,86.72,66.866
346,03/23/23 02:00:00,0,5,9,97,70.94,86.751,66.838
347,03/23/23 02:05:00,0,5,10,93,71.056,86.815,66.973
348,03/23/23 02:10:00,0,5,8,95,70.901,87.045,66.898
349,03/23/23 02:15:00,0,6,10,91,70.901,87.279,66.976
350,03/23/23 02:20:00,0,3,8,98,71.017,87.259,67.083
351,03/23/23 02:25:00,0,3,7,94,71.056,87.149,67.085
352,03/23/23 02:30:00,0,3,9,91,71.094,87.013,67.077
353,03/23/23 02:35:00,0,6,9,97,71.094,87.283,67.167
354,03/23/23 02:40:00,0,3,7,95,71.094,87.263,67.161
355,03/23/23 02:45:00,0,5,9,97,71.171,87.237,67.228
356,03/23/23 02:50:00,0,6,10,91,71.249,87.073,67.249
357,03/23/23 02:55:00,0,7,10,76,71.249,86.755,67.143
358,03/23/23 03:00:00,0,6,8,76,71.017,86.94,66.977
359,03/23/23 03:05:00,0,5,8,81,70.94,87.163,66.975
360,03/23/23 03:10:00,0,6,9,80,70.824,87.474,66.965
361,03/23/23 03:15:00,0,5,8,84,70.862,87.453,66.995
362,03/23/23 03:20:00,0,6,8,80,70.554,87.791,66.803
363,03/23/23 03:25:00,0,5,9,80,70.554,88.139,66.918
364,03/23/23 03:30:00,0,7,10,81,70.399,88.353,66.836
365,03/23/23 03:35:00,0,5,10,77,70.399,88.615,66.922
366,03/23/23 03:40:00,0,6,10,80,70.361,88.725,66.92
367,03/23/23 03:45:00,0,6,10,79,70.283,88.925,66.909
368,03/23/23 03:50:00,0,5,8,77,70.399,88.833,66.993
369,03/23/23 03:55:00,0,5,10,76,70.361,88.783,66.938
370,03/23/23 04:00:00,0,6,9,70,70.283,89.032,66.943
371,03/23/23 04:05:00,0,6,9,74,70.245,89.227,66.969
372,03/23/23 04:10:00,0,5,8,74,70.283,89.195,66.996
373,03/23/23 04:15:00,0,6,9,70,70.206,89.366,66.976
374,03/23/23 04:20:00,0,6,10,76,70.129,89.435,66.922
375,03/23/23 04:25:00,0,5,9,76,70.245,89.412,67.029
376,03/23/23 04:30:00,0,6,10,70,70.206,89.557,67.038
377,03/23/23 04:35:00,0,5,8,66,70.283,89.545,67.11
378,03/23/23 04:40:00,0,3,8,83,70.361,89.676,67.229
379,03/23/23 04:45:00,0,6,9,81,70.322,89.691,67.195
380,03/23/23 04:50:00,0,5,11,77,70.438,89.667,67.302
381,03/23/23 04:55:00,0,6,10,72,70.592,89.476,67.393
382,03/23/23 05:00:00,0,6,9,77,70.515,89.577,67.349
383,03/23/23 05:05:00,0,6,9,74,70.515,89.79,67.418
384,03/23/23 05:10:00,0,7,11,79,70.515,89.822,67.429
385,03/23/23 05:15:00,0,7,10,77,70.554,89.781,67.453
386,03/23/23 05:20:00,0,7,11,76,70.554,89.746,67.442
387,03/23/23 05:25:00,0,6,9,73,70.592,89.731,67.475
388,03/23/23 05:30:00,0,7,11,73,70.669,89.696,67.54
389,03/23/23 05:35:00,0,7,10,80,70.631,89.668,67.493
390,03/23/23 05:40:00,0,6,10,76,70.708,89.604,67.549
391,03/23/23 05:45:00,0,5,8,84,70.708,89.554,67.532
392,03/23/23 05:50:00,0,6,9,77,70.708,89.48,67.509
393,03/23/23 05:55:00,0,5,9,84,70.785,89.497,67.59
394,03/23/23 06:00:00,0,5,9,79,70.747,89.485,67.548
395,03/23/23 06:05:00,0,6,9,81,70.785,89.471,67.582
396,03/23/23 06:10:00,0,6,11,88,70.747,89.549,67.569
397,03/23/23 06:15:00,0,6,10,86,70.708,89.68,67.573
398,03/23/23 06:20:00,0,6,11,83,70.708,89.621,67.554
399,03/23/23 06:25:00,0,6,9,87,70.747,89.708,67.62
400,03/23/23 06:30:00,0,3,8,94,70.862,89.741,67.746
401,03/23/23 06:35:00,0,5,10,93,70.901,89.671,67.761
402,03/23/23 06:40:00,0,5,8,88,70.901,89.751,67.787
403,03/23/23 06:45:00,0,6,10,91,70.94,89.682,67.803
404,03/23/23 06:50:00,0,5,10,100,70.94,89.57,67.767
405,03/23/23 06:55:00,0,6,10,102,70.94,89.58,67.77
406,03/23/23 07:00:00,0,6,10,97,70.978,89.416,67.755
407,03/23/23 07:05:00,0,6,10,94,70.901,89.621,67.745
408,03/23/23 07:10:00,0,6,11,95,70.94,89.603,67.777
409,03/23/23 07:15:00,0,5,9,97,70.862,89.635,67.711
410,03/23/23 07:20:00,0,5,10,104,70.862,89.705,67.734
